ID	R_LOFC	R_OIFG	R_MOFC	R_PTRI	R_POPE	R_RMFG	R_SFG	R_CMFG	R_PREC	R_PRCL	R_RCIN	R_CCIN	R_PCIN	R_ICIN	R_PSTCG	R_SPMG	R_SPL	R_IPL	R_PCUN	R_CUNE	R_CALS	R_LOS	R_LING	R_FUSI	R_PHIP	R_ENTO	R_ITG	R_MTG	R_STG	R_TTG	R_INSU	R_THAL	R_CAUD	R_PUTA	R_PALL	R_ACMB	R_HIPP	R_AMYG	L_LOFC	L_OIFG	L_MOFC	L_PTRI	L_POPE	L_RMFG	L_SFG	L_CMFG	L_PREC	L_PRCL	L_RCIN	L_CCIN	L_PCIN	L_ICIN	L_PSTCG	L_SPMG	L_SPL	L_IPL	L_PCUN	L_CUNE	L_CALS	L_LOS	L_LING	L_FUSI	L_PHIP	L_ENTO	L_ITG	L_MTG	L_STG	L_TTG	L_INSU	L_THAL	L_CAUD	L_PUTA	L_PALL	L_ACMB	L_HIPP	L_AMYG	BSTM	eTIV
d31	8116.0	2039.0	4200.0	3655.0	3801.0	12017.0	24056.0	5759.0	11942.0	3659.0	2480.0	2207.0	3087.0	2531.0	8680.0	10249.0	11236.0	13952.0	10488.0	3503.0	2323.0	11616.0	6624.0	7802.0	2013.0	1863.0	12196.0	12415.0	15007.0	877.0	5753.0	6597.0	3335.0	3674.4	1981.8	340.2	3867.2	1437.2	7882.0	1693.0	4517.0	4251.0	3351.0	9628.0	24267.0	6254.0	13037.0	4249.0	3098.0	2603.0	2904.0	2224.0	9698.0	10311.0	10730.0	11866.0	9737.0	3679.0	2194.0	11671.0	6064.0	8274.0	1977.0	1953.0	12166.0	12352.0	15159.0	1296.0	5880.0	7092.8	3371.9	4638.0	1579.8	347.2	3540.7	1529.6	16943.7	1371335.811838
d32	7361.0	2002.0	3578.0	4966.0	4723.0	12388.0	24010.0	7370.0	10302.0	3392.0	2019.0	2632.0	3017.0	1719.0	10092.0	9736.0	8748.0	11863.0	9658.0	4279.0	2118.0	10502.0	4724.0	7023.0	1744.0	1497.0	12189.0	12792.0	15001.0	846.0	5906.0	7407.4	3483.5	5047.2	2254.3	429.9	4007.5	1741.4	7663.0	1826.0	4176.0	4964.0	4048.0	10369.0	22436.0	5972.0	12025.0	3512.0	3188.0	2975.0	3381.0	2277.0	10196.0	7998.0	9492.0	12487.0	9098.0	4304.0	2191.0	11602.0	5471.0	7660.0	1877.0	2488.0	11284.0	13266.0	13762.0	730.0	5609.0	7490.2	3523.7	4561.5	2295.2	347.3	3570.9	1312.3	21167.4	1446210.966922
d33	7089.0	1761.0	4881.0	3751.0	3560.0	10518.0	21926.0	5768.0	12373.0	3849.0	2248.0	2813.0	3345.0	2114.0	8624.0	9384.0	10095.0	11104.0	9717.0	3729.0	1909.0	11401.0	6136.0	7873.0	1928.0	1430.0	10406.0	10438.0	14216.0	742.0	5558.0	6435.5	3248.4	4591.2	1962.6	422.6	3672.3	1475.0	6828.0	1447.0	4703.0	4138.0	3843.0	9973.0	22272.0	7441.0	12406.0	4342.0	3346.0	2687.0	2758.0	2527.0	8785.0	8929.0	10061.0	12185.0	8943.0	3514.0	2017.0	10814.0	6026.0	7032.0	1700.0	1340.0	10558.0	12021.0	14826.0	775.0	6171.0	6330.8	3272.7	4271.3	1876.2	440.1	3669.9	1159.5	18738.5	1440861.324864
d35	7953.0	1725.0	3910.0	4048.0	3812.0	9508.0	22149.0	5195.0	11590.0	3781.0	2126.0	2097.0	2932.0	2229.0	9139.0	7528.0	9600.0	12976.0	9207.0	5117.0	3512.0	13576.0	7066.0	6718.0	1741.0	1286.0	10665.0	11472.0	14939.0	831.0	5710.0	6878.6	4137.6	5241.4	1995.7	492.9	3571.9	1468.7	8165.0	1981.0	4281.0	3923.0	2883.0	9490.0	21345.0	4941.0	11731.0	3856.0	2534.0	2009.0	2512.0	2871.0	9301.0	8066.0	9299.0	10919.0	8799.0	5034.0	3107.0	11924.0	7818.0	6864.0	2308.0	1386.0	11529.0	13958.0	13764.0	837.0	5586.0	7540.4	4071.9	5262.5	2027.7	500.5	3521.3	1327.1	22236.2	1395049.172885
d36	8045.0	1885.0	5372.0	3556.0	3246.0	9478.0	22802.0	5488.0	10653.0	3631.0	2238.0	2242.0	3714.0	2133.0	8251.0	9028.0	10864.0	12914.0	9345.0	3817.0	2188.0	12814.0	6852.0	6919.0	1601.0	1338.0	11492.0	11978.0	13362.0	911.0	5587.0	5603.2	2992.9	3805.9	1333.4	389.0	3144.4	1427.2	7755.0	1747.0	5172.0	4605.0	3970.0	9626.0	20447.0	5426.0	10312.0	3700.0	2661.0	2893.0	3158.0	2480.0	8069.0	7912.0	9399.0	11710.0	7430.0	4328.0	1720.0	11228.0	5357.0	7663.0	1803.0	1228.0	11213.0	11467.0	14137.0	1052.0	5737.0	5383.6	2903.6	3387.7	1487.0	397.9	2994.4	1271.1	17284.9	1358280.478319
d37	7209.0	1652.0	4463.0	3557.0	4368.0	11592.0	23629.0	4039.0	11003.0	3761.0	2475.0	2297.0	3352.0	2384.0	10662.0	8368.0	9314.0	14130.0	9797.0	4390.0	1695.0	14523.0	5783.0	8602.0	2141.0	1511.0	12593.0	13173.0	14880.0	724.0	5874.0	6365.8	3069.3	4524.4	1738.7	385.3	3864.4	1549.7	7065.0	1612.0	4938.0	3630.0	4249.0	9357.0	18237.0	6212.0	11890.0	4292.0	4072.0	3505.0	3702.0	2515.0	10970.0	7460.0	10409.0	12964.0	9764.0	3393.0	1659.0	14096.0	6186.0	6887.0	2155.0	1793.0	11680.0	11127.0	14640.0	914.0	6028.0	6163.1	3035.9	4308.6	1758.6	390.4	3648.7	1330.9	18866.8	1521773.035604
d40	8259.0	1949.0	3549.0	2719.0	3659.0	8556.0	21085.0	5854.0	11178.0	3714.0	2187.0	1962.0	2072.0	2207.0	9320.0	7999.0	8183.0	12580.0	9465.0	2926.0	1890.0	11474.0	7130.0	8637.0	2159.0	1804.0	11947.0	11549.0	14992.0	872.0	5552.0	6601.9	3668.7	4451.9	1539.5	278.8	3349.1	1302.4	9056.0	1776.0	3526.0	3703.0	3573.0	8647.0	19796.0	5308.0	11514.0	4016.0	3121.0	2396.0	2062.0	2407.0	9018.0	8287.0	8168.0	11946.0	7646.0	3611.0	1789.0	11619.0	6070.0	7912.0	2179.0	1738.0	13877.0	10404.0	14539.0	949.0	5426.0	5843.6	4231.0	4903.8	1720.9	180.5	3177.5	1279.0	17126.1	1363641.850804
d41	8021.0	2063.0	3975.0	2990.0	2878.0	10979.0	23149.0	5272.0	13049.0	3964.0	2669.0	2442.0	3957.0	2593.0	8754.0	10193.0	11062.0	14118.0	10348.0	3242.0	2375.0	11195.0	7798.0	7951.0	1824.0	2335.0	11472.0	11317.0	14683.0	839.0	5622.0	6240.1	2770.8	3818.7	1702.7	280.0	3917.5	1677.4	8190.0	1742.0	3242.0	3366.0	3540.0	11891.0	20529.0	7489.0	13077.0	3986.0	2917.0	2817.0	3019.0	2733.0	9605.0	12542.0	10764.0	11882.0	9960.0	3684.0	2010.0	12655.0	5989.0	8607.0	1698.0	1656.0	9528.0	10344.0	16998.0	1130.0	5748.0	6074.6	2888.0	4055.9	1940.8	164.7	3724.4	1567.4	18316.4	1516366.559598
d42	6964.0	1614.0	2980.0	4020.0	3960.0	13060.0	20543.0	4578.0	7957.0	2972.0	1995.0	2335.0	3223.0	1991.0	7848.0	7934.0	9668.0	10994.0	10285.0	3265.0	1916.0	9072.0	5519.0	6703.0	2071.0	1764.0	10313.0	9782.0	13277.0	600.0	5690.0	5793.5	2676.4	4518.9	1934.1	417.8	4008.1	1559.1	7306.0	1759.0	4150.0	3772.0	3837.0	10334.0	19718.0	6574.0	8478.0	3893.0	3245.0	3519.0	3587.0	1883.0	8493.0	7709.0	11035.0	9382.0	8773.0	3086.0	1267.0	7859.0	5540.0	7168.0	2338.0	2051.0	10822.0	10022.0	13591.0	825.0	5615.0	6539.3	2838.4	4634.4	1946.0	374.2	3785.8	1412.0	18192.4	1445075.986912
d43	9528.0	2293.0	4891.0	2995.0	3274.0	9814.0	23836.0	6021.0	12235.0	3626.0	2000.0	2787.0	3595.0	2337.0	9981.0	9434.0	10039.0	12120.0	9278.0	4411.0	2035.0	11408.0	6630.0	5917.0	1585.0	1845.0	11027.0	10974.0	16132.0	1079.0	5857.0	6336.8	3306.2	3526.4	1589.6	357.8	4060.9	1653.3	9389.0	1745.0	5028.0	3405.0	4090.0	9397.0	22581.0	6609.0	12914.0	3293.0	2860.0	2282.0	2460.0	2926.0	11569.0	11039.0	9927.0	10975.0	9162.0	4027.0	2002.0	10964.0	5464.0	6467.0	1738.0	1893.0	10383.0	8787.0	15770.0	1771.0	5765.0	6671.5	3244.2	3664.1	1670.2	189.9	3706.7	1281.5	15263.4	1486693.552297
d44	5458.0	1176.0	2564.0	4676.0	2641.0	8823.0	18302.0	3802.0	10133.0	2428.0	992.0	1127.0	966.0	1717.0	10129.0	8474.0	9073.0	8454.0	4384.0	2070.0	1459.0	8798.0	3205.0	4254.0	1714.0	1671.0	7375.0	7140.0	11481.0	517.0	3298.0	6538.5	3128.3	4224.5	1942.5	371.6	3864.1	1645.1	5846.0	1445.0	2633.0	2959.0	1596.0	8990.0	17461.0	3920.0	8363.0	2674.0	1491.0	1908.0	1417.0	1616.0	9664.0	5126.0	10883.0	7360.0	4425.0	2780.0	2331.0	7211.0	3707.0	4572.0	1702.0	1843.0	5979.0	5809.0	10722.0	533.0	2504.0	7696.2	2898.5	4106.0	1766.4	224.7	3738.1	1722.1	22982.6	1764572.616629
d45	6140.0	1901.0	2918.0	2852.0	3158.0	11870.0	25590.0	5394.0	11907.0	3882.0	1422.0	1706.0	2267.0	1416.0	11575.0	5846.0	8651.0	6838.0	4759.0	1969.0	1214.0	7479.0	2854.0	3985.0	1322.0	2079.0	7968.0	6907.0	11160.0	453.0	2644.0	6210.1	3788.7	4513.5	1972.9	406.2	4085.6	1649.0	7041.0	1563.0	2594.0	2528.0	3003.0	11636.0	21314.0	5186.0	10153.0	3261.0	2027.0	2238.0	2010.0	1609.0	9775.0	5822.0	9598.0	7340.0	4634.0	1999.0	962.0	7595.0	3731.0	4513.0	1605.0	1572.0	8859.0	6571.0	10338.0	417.0	2318.0	6154.4	3903.1	4653.1	1753.8	235.0	3709.2	1380.9	14751.8	1530466.951414
d46	6315.0	1738.0	3912.0	2801.0	3430.0	7455.0	18175.0	5103.0	9954.0	3271.0	1598.0	1965.0	2952.0	1694.0	7626.0	7939.0	7493.0	12306.0	7743.0	2932.0	1193.0	9789.0	3160.0	6159.0	1559.0	1933.0	9560.0	10340.0	12735.0	762.0	4777.0	4623.5	3673.4	3961.1	1509.8	256.0	2907.9	1293.6	6868.0	1860.0	4079.0	3693.0	3184.0	8865.0	16630.0	4551.0	9613.0	3377.0	2851.0	2108.0	2676.0	1757.0	8748.0	8192.0	7853.0	10477.0	7077.0	3018.0	938.0	9012.0	3411.0	6648.0	2128.0	2010.0	9327.0	9485.0	13545.0	843.0	4911.0	5076.0	3330.9	3605.4	1459.0	185.8	2726.4	1031.3	14884.1	1434230.238352
d47	10340.0	2617.0	5545.0	6203.0	5686.0	17359.0	33844.0	8537.0	11174.0	3860.0	3351.0	3903.0	4630.0	2872.0	11554.0	12660.0	14207.0	18369.0	14747.0	5042.0	2521.0	14800.0	8364.0	9002.0	2339.0	1932.0	14853.0	17954.0	18278.0	1130.0	7241.0	8721.0	3826.7	5005.4	2168.2	481.6	4530.2	1743.3	10457.0	2236.0	4969.0	6067.0	6275.0	12626.0	31412.0	10960.0	15434.0	4688.0	4298.0	4009.0	4589.0	2988.0	12749.0	10978.0	14127.0	16014.0	13259.0	5404.0	2670.0	15009.0	8048.0	9849.0	2769.0	2377.0	13193.0	15902.0	20069.0	1582.0	7216.0	8910.3	4007.0	5218.3	2298.2	428.3	4288.0	1720.1	20188.9	1751210.174662
d48	8389.0	1974.0	3751.0	3962.0	4337.0	9104.0	21846.0	4905.0	11523.0	4167.0	2760.0	2591.0	3688.0	2154.0	8666.0	8981.0	12108.0	9771.0	9246.0	3288.0	1532.0	14386.0	5261.0	8603.0	1803.0	1310.0	15157.0	13864.0	14120.0	743.0	6284.0	6700.2	5702.9	5260.4	1967.6	277.4	3494.9	1340.5	8939.0	1772.0	3900.0	3689.0	4048.0	9847.0	20252.0	4528.0	10543.0	4821.0	3643.0	2803.0	2411.0	2614.0	9557.0	9610.0	9555.0	12553.0	9746.0	4181.0	1174.0	14227.0	4152.0	8209.0	1382.0	1560.0	12282.0	15312.0	13361.0	666.0	5836.0	6599.4	4764.2	5333.5	1958.4	160.0	3398.3	1171.5	18824.0	1739264.463455
d49	8358.0	2042.0	4199.0	4149.0	4553.0	8842.0	24618.0	7114.0	13346.0	4760.0	2366.0	3158.0	3760.0	2880.0	9881.0	8914.0	12137.0	13509.0	11736.0	4190.0	2862.0	13623.0	7589.0	10007.0	2067.0	2143.0	11716.0	13140.0	16759.0	885.0	6107.0	7571.9	4403.3	3853.0	2152.6	524.0	4203.4	1883.2	8103.0	1799.0	4535.0	3401.0	3902.0	10367.0	22013.0	7437.0	13311.0	4330.0	3586.0	2719.0	3232.0	2808.0	11426.0	9987.0	10897.0	12189.0	10858.0	4273.0	2475.0	12165.0	7528.0	10155.0	2188.0	2116.0	11945.0	12832.0	17622.0	1085.0	5959.0	7151.6	4701.0	4951.7	2056.4	377.6	4097.3	1489.8	17372.2	1620979.423733
d50	6093.0	1615.0	2664.0	2964.0	2933.0	7957.0	19350.0	4052.0	9447.0	3250.0	1596.0	1378.0	1738.0	1996.0	8524.0	7279.0	8995.0	10927.0	8572.0	3244.0	1932.0	10788.0	6046.0	5788.0	1810.0	1480.0	9862.0	10141.0	13222.0	999.0	4647.0	5571.6	4175.1	4481.1	1739.7	286.4	3766.5	1462.7	6036.0	1521.0	3452.0	3315.0	2657.0	7691.0	16347.0	4380.0	9341.0	3439.0	2072.0	2093.0	2732.0	2158.0	7925.0	6743.0	8094.0	10194.0	8111.0	3380.0	2287.0	10052.0	6233.0	7409.0	1448.0	1596.0	9725.0	10817.0	12944.0	1196.0	4735.0	6297.1	3178.9	4084.9	1506.8	220.9	3366.9	1251.2	16645.9	1391988.136974
d51	8786.0	1953.0	4132.0	4316.0	4217.0	10465.0	23751.0	5347.0	10928.0	4151.0	1884.0	2398.0	2846.0	2250.0	10611.0	9986.0	10637.0	14617.0	11223.0	4265.0	2310.0	13231.0	6705.0	9254.0	1851.0	1788.0	13718.0	11741.0	15470.0	862.0	5768.0	6997.6	3893.6	5138.6	1962.5	568.8	4296.1	1585.9	9112.0	1847.0	4290.0	3968.0	3998.0	8370.0	22407.0	5240.0	12058.0	4208.0	2869.0	2838.0	3046.0	2474.0	10693.0	9537.0	10442.0	14291.0	10166.0	4350.0	2137.0	11944.0	7287.0	8633.0	1912.0	2002.0	13530.0	15209.0	15399.0	982.0	5496.0	7455.6	3681.3	4813.7	2209.0	432.8	4140.1	1656.3	19276.4	1556155.855428
d52	8334.0	1637.0	3212.0	2985.0	3598.0	8931.0	19278.0	5252.0	9885.0	3348.0	1648.0	1722.0	3176.0	2346.0	8041.0	7835.0	10270.0	14359.0	9231.0	3940.0	1973.0	12251.0	6705.0	6791.0	1686.0	1130.0	9311.0	10873.0	14883.0	807.0	4899.0	5686.3	2933.5	4034.1	1584.2	300.4	2875.3	1337.6	7836.0	1799.0	3529.0	3246.0	2856.0	9256.0	18061.0	5918.0	10174.0	3326.0	3020.0	2318.0	2542.0	2766.0	8096.0	8948.0	9864.0	11095.0	8334.0	3811.0	2219.0	10991.0	5883.0	8024.0	1538.0	1164.0	11202.0	11876.0	13850.0	1047.0	4749.0	5810.8	2807.7	4175.7	1587.6	216.0	2750.4	1239.6	17696.3	1375441.670576
d53	8348.0	2070.0	3468.0	3636.0	3678.0	9935.0	20842.0	5552.0	10541.0	3817.0	2020.0	1885.0	1852.0	2479.0	9508.0	9262.0	10010.0	12705.0	9780.0	4469.0	2746.0	12158.0	7121.0	6121.0	2019.0	1605.0	11494.0	11050.0	14866.0	835.0	6015.0	6753.4	2918.3	4918.4	1997.7	274.6	3910.1	1694.9	8612.0	1942.0	3827.0	3915.0	3094.0	10007.0	18359.0	5436.0	11483.0	3731.0	3104.0	2524.0	3039.0	2675.0	9236.0	9237.0	9024.0	11797.0	8783.0	4730.0	2422.0	10927.0	6627.0	7022.0	2154.0	1745.0	13061.0	12800.0	13720.0	1014.0	5732.0	6619.0	2890.5	4886.0	2299.6	210.6	3669.5	1721.2	18119.2	1559393.004372
d54	7032.0	2356.0	3708.0	4229.0	4648.0	9610.0	19891.0	4628.0	9212.0	3150.0	2179.0	1998.0	2727.0	2639.0	7676.0	8363.0	7656.0	11971.0	8636.0	3706.0	2144.0	11904.0	6012.0	8959.0	1590.0	1328.0	10647.0	12147.0	14491.0	898.0	5849.0	6770.9	3120.8	3845.5	1792.7	295.5	3568.4	1188.9	7717.0	1685.0	3950.0	3732.0	4392.0	9137.0	19392.0	4480.0	9390.0	3092.0	2905.0	2642.0	2579.0	2664.0	7971.0	7523.0	6912.0	10544.0	7315.0	3835.0	2436.0	11060.0	7056.0	7336.0	1682.0	1706.0	10909.0	12374.0	15410.0	1262.0	6111.0	6191.5	3478.1	4102.3	2161.4	104.7	3523.7	1210.3	17337.5	1396760.095971
d55	11426.0	2299.0	5715.0	4985.0	5112.0	12556.0	27689.0	7060.0	14129.0	3920.0	2457.0	3532.0	4226.0	2287.0	14029.0	10073.0	13023.0	18924.0	12653.0	4177.0	2247.0	14095.0	4741.0	11098.0	1877.0	1630.0	14930.0	17235.0	17976.0	1126.0	7046.0	9391.0	4722.1	5242.2	2321.5	432.0	3979.5	1645.9	11964.0	2653.0	6373.0	5232.0	4458.0	14060.0	28040.0	7361.0	15017.0	4068.0	4135.0	3114.0	3974.0	1789.0	12135.0	10497.0	13497.0	16337.0	11074.0	4816.0	1695.0	14329.0	4679.0	9968.0	1812.0	1669.0	13828.0	18693.0	19114.0	1305.0	7139.0	10632.7	3817.8	5527.8	2083.0	342.9	4038.7	1530.1	22787.6	1823660.415435
d56	9838.0	2632.0	4159.0	5096.0	5243.0	11298.0	29372.0	4171.0	12843.0	4224.0	2234.0	1627.0	2993.0	2766.0	8774.0	10684.0	12183.0	16278.0	12085.0	4884.0	2646.0	13565.0	8025.0	8553.0	1856.0	2239.0	13085.0	14807.0	18988.0	1211.0	6496.0	7563.8	4112.8	5018.9	2128.3	581.0	4201.8	1733.1	9575.0	2148.0	4188.0	5796.0	4547.0	11489.0	24146.0	5929.0	13068.0	4146.0	3833.0	3240.0	3650.0	2800.0	9646.0	9705.0	12656.0	14205.0	11435.0	5061.0	2852.0	14145.0	7873.0	8405.0	1943.0	1706.0	11983.0	14216.0	19161.0	1631.0	6476.0	7627.7	4177.8	4959.6	2039.2	425.8	3849.9	1730.8	19079.3	1391280.999356
d57	8033.0	1730.0	3648.0	3550.0	4657.0	11085.0	25944.0	5552.0	12883.0	4410.0	2293.0	2017.0	3462.0	2141.0	11474.0	8835.0	10089.0	16360.0	10647.0	4159.0	2900.0	12056.0	7224.0	8856.0	1838.0	1744.0	12314.0	11693.0	15015.0	798.0	6488.0	6656.7	4210.0	5267.2	2088.8	353.0	3582.6	1648.1	8347.0	2275.0	4420.0	3105.0	3006.0	11985.0	21703.0	7151.0	12422.0	4522.0	3479.0	2883.0	3104.0	2586.0	13149.0	9145.0	8879.0	13778.0	9576.0	4211.0	2472.0	12662.0	6372.0	9407.0	2113.0	1881.0	10393.0	11709.0	15221.0	1044.0	5707.0	7265.6	3955.2	5119.9	1935.0	285.6	3368.5	1388.0	19516.0	1619281.518489
d58	6743.0	1417.0	3527.0	3072.0	3915.0	6423.0	19292.0	5132.0	11498.0	3183.0	1190.0	1209.0	770.0	782.0	6668.0	6954.0	8024.0	10882.0	6832.0	3674.0	2017.0	8839.0	5771.0	5509.0	1621.0	2015.0	8951.0	8667.0	13245.0	548.0	5306.0	5252.8	4280.5	6026.0	2593.6	320.2	3013.5	1160.5	6750.0	1596.0	3683.0	2627.0	2988.0	7891.0	19098.0	5206.0	11589.0	3539.0	2610.0	1797.0	1843.0	1403.0	7815.0	9703.0	7661.0	7400.0	6283.0	3852.0	1536.0	9018.0	5005.0	6718.0	1962.0	1964.0	7181.0	9586.0	13525.0	602.0	5113.0	6677.9	4107.3	5392.5	2148.6	437.9	2736.2	989.5	17918.1	1277430.200841
d59	9185.0	2366.0	4571.0	3809.0	5042.0	10735.0	24606.0	6123.0	12372.0	4078.0	2303.0	932.0	1704.0	1197.0	9063.0	9385.0	9785.0	14106.0	10142.0	3349.0	2339.0	11207.0	6697.0	8981.0	1744.0	1997.0	12181.0	12743.0	15880.0	860.0	6002.0	6006.9	4678.5	5392.1	1861.8	355.3	3869.4	1549.8	9326.0	1961.0	4596.0	4766.0	5664.0	10030.0	21218.0	6912.0	12243.0	4231.0	3347.0	2496.0	1823.0	1897.0	9764.0	9045.0	9246.0	12041.0	8846.0	4262.0	1846.0	12419.0	4827.0	9418.0	1776.0	2153.0	13364.0	11517.0	15354.0	1482.0	6145.0	7635.5	4243.7	4839.4	1617.2	413.2	3682.6	1374.8	20020.9	1548041.114802
d60	9360.0	1877.0	4334.0	3719.0	3563.0	9770.0	24055.0	4652.0	11049.0	3100.0	1914.0	1974.0	2409.0	2029.0	8022.0	7260.0	8339.0	10983.0	8397.0	3473.0	1895.0	10627.0	5381.0	8093.0	1732.0	1410.0	11718.0	10938.0	13980.0	909.0	6036.0	5539.9	3217.5	3556.2	1636.0	305.6	3429.4	993.8	9215.0	2107.0	4412.0	3714.0	3459.0	9608.0	22262.0	5476.0	11421.0	3464.0	2326.0	2834.0	2753.0	2241.0	8706.0	7759.0	7743.0	9636.0	7179.0	3453.0	1467.0	11127.0	6623.0	8552.0	2051.0	1541.0	10922.0	11740.0	14440.0	1083.0	6088.0	6028.4	2965.6	3744.4	1620.4	263.9	3339.5	1094.0	16826.5	1317688.705054
d61	8416.0	2266.0	3739.0	4167.0	4084.0	11241.0	26014.0	5816.0	14161.0	3484.0	1654.0	1529.0	3450.0	2092.0	11537.0	8614.0	9044.0	14064.0	9082.0	3847.0	1950.0	12951.0	5930.0	8303.0	2079.0	1914.0	12037.0	12227.0	16123.0	1217.0	6417.0	7095.1	3550.8	5071.0	1923.6	486.8	4010.7	1628.2	7927.0	2000.0	4129.0	4195.0	4376.0	10233.0	21904.0	5742.0	13692.0	3978.0	3160.0	2220.0	3216.0	2150.0	11608.0	8885.0	9132.0	11330.0	8309.0	4069.0	1877.0	11092.0	5458.0	7707.0	2404.0	1995.0	13836.0	11687.0	15717.0	1328.0	6020.0	7898.0	3615.8	4594.0	1906.2	314.2	3950.6	1404.5	17924.7	1469791.518583
d62	7447.0	1839.0	3513.0	4474.0	3260.0	8150.0	20192.0	4549.0	10719.0	3505.0	1449.0	1993.0	2886.0	2319.0	8711.0	8487.0	9503.0	13095.0	8870.0	4346.0	3201.0	11594.0	6061.0	6755.0	1656.0	1691.0	10920.0	10435.0	13851.0	1055.0	4843.0	5591.6	3324.1	4050.8	1842.2	317.9	3579.2	1582.9	7874.0	1912.0	3742.0	3566.0	3089.0	9745.0	19221.0	5541.0	10794.0	3320.0	2300.0	2091.0	2748.0	2050.0	9746.0	9316.0	9086.0	9824.0	9059.0	4002.0	2658.0	11222.0	6172.0	8435.0	1939.0	2079.0	10706.0	8410.0	16127.0	969.0	4726.0	6102.2	4000.0	4200.1	1652.8	255.0	3387.6	1194.5	17169.6	1282271.498834
d63	11045.0	3360.0	6327.0	6163.0	6269.0	18388.0	30053.0	5431.0	14429.0	4949.0	3252.0	3761.0	4728.0	2580.0	12497.0	12122.0	13094.0	17223.0	11323.0	5598.0	3578.0	14377.0	8441.0	11251.0	2140.0	1727.0	15720.0	16934.0	19372.0	1188.0	7905.0	8116.4	4506.7	6392.1	2515.4	478.4	4695.6	2088.7	11307.0	2692.0	6281.0	6133.0	5270.0	14486.0	28378.0	7456.0	17887.0	5208.0	5436.0	3334.0	3430.0	2741.0	12309.0	12362.0	12918.0	15356.0	12768.0	4683.0	3252.0	15546.0	8441.0	10324.0	2036.0	1938.0	14703.0	17498.0	19984.0	1521.0	7902.0	9160.9	4288.7	6262.1	2523.9	339.8	4254.8	1800.1	21206.9	1900151.049868
d64	7490.0	1910.0	3779.0	3075.0	3751.0	8472.0	20660.0	5310.0	11732.0	2850.0	2457.0	2067.0	1917.0	2152.0	8644.0	8905.0	8742.0	11597.0	8176.0	2724.0	2373.0	8427.0	5684.0	8288.0	2015.0	1763.0	10441.0	10268.0	13586.0	739.0	5200.0	5372.2	4870.8	4223.6	1391.8	263.7	3483.3	1262.6	7266.0	1724.0	3783.0	2995.0	3660.0	8253.0	19072.0	5698.0	11096.0	3880.0	2789.0	1901.0	1697.0	1984.0	9102.0	8625.0	7917.0	9952.0	7137.0	3744.0	2565.0	8474.0	5180.0	7402.0	2371.0	1787.0	9101.0	9078.0	13977.0	1039.0	5239.0	5143.1	3920.4	4457.1	1382.5	213.9	3326.5	1081.0	15164.0	1264378.220314
d65	6514.0	1311.0	3235.0	3313.0	3722.0	6943.0	19957.0	3687.0	10085.0	3209.0	624.0	556.0	1942.0	1805.0	8561.0	7811.0	8426.0	11119.0	8289.0	3007.0	1647.0	9513.0	4797.0	6284.0	1945.0	1343.0	9146.0	10209.0	14048.0	930.0	4567.0	5028.4	2863.0	4120.2	1508.2	272.1	3799.1	1401.3	6625.0	1708.0	3964.0	3712.0	3314.0	7446.0	17096.0	3633.0	10530.0	2999.0	1891.0	1892.0	2665.0	1867.0	8768.0	7311.0	7395.0	9704.0	8045.0	3082.0	1567.0	11056.0	5426.0	6778.0	1502.0	1506.0	9400.0	9880.0	12806.0	1288.0	4520.0	5334.2	3142.3	4149.7	1525.9	243.3	3369.7	1279.1	15038.6	1099231.789189
d66	10292.0	2562.0	5045.0	6098.0	5012.0	11714.0	29349.0	5756.0	12671.0	5003.0	2222.0	2250.0	4086.0	3262.0	13153.0	12711.0	12574.0	17070.0	12081.0	5519.0	2922.0	16224.0	7904.0	10171.0	1969.0	1824.0	13211.0	18186.0	19424.0	1225.0	6894.0	9074.7	4537.7	4972.2	2232.3	426.1	4516.6	1721.2	9950.0	2189.0	4769.0	5396.0	4735.0	12247.0	27021.0	6972.0	13846.0	4815.0	3746.0	3123.0	4387.0	3245.0	11678.0	14520.0	13965.0	13820.0	11920.0	5738.0	2452.0	13695.0	7172.0	10592.0	1955.0	1992.0	12714.0	18752.0	19993.0	1406.0	7076.0	8779.7	4647.9	5479.1	2218.8	363.3	3994.3	1398.7	22352.2	1817566.393969
d67	8676.0	2268.0	3770.0	4171.0	4192.0	9673.0	21456.0	5625.0	10936.0	3808.0	2317.0	1631.0	1770.0	1834.0	7336.0	7564.0	7663.0	11611.0	7271.0	3681.0	2026.0	11583.0	5363.0	7235.0	1426.0	1974.0	11155.0	11229.0	13099.0	804.0	5769.0	6570.4	5315.4	5371.4	1813.3	434.8	3432.7	1424.6	8312.0	1877.0	3870.0	3896.0	3221.0	10408.0	19746.0	5675.0	11914.0	3823.0	2841.0	2164.0	1260.0	1507.0	7785.0	8850.0	9073.0	11458.0	7405.0	3739.0	1720.0	12250.0	5056.0	6467.0	1337.0	1465.0	11042.0	11291.0	12374.0	1092.0	6038.0	7230.3	5140.8	5474.3	1803.9	329.8	3272.5	1191.2	17237.0	1363003.568957
