ID	R_LOFC	R_OIFG	R_MOFC	R_PTRI	R_POPE	R_RMFG	R_SFG	R_CMFG	R_PREC	R_PRCL	R_RCIN	R_CCIN	R_PCIN	R_ICIN	R_PSTCG	R_SPMG	R_SPL	R_IPL	R_PCUN	R_CUNE	R_CALS	R_LOS	R_LING	R_FUSI	R_PHIP	R_ENTO	R_ITG	R_MTG	R_STG	R_TTG	R_INSU	R_THAL	R_CAUD	R_PUTA	R_PALL	R_ACMB	R_HIPP	R_AMYG	L_LOFC	L_OIFG	L_MOFC	L_PTRI	L_POPE	L_RMFG	L_SFG	L_CMFG	L_PREC	L_PRCL	L_RCIN	L_CCIN	L_PCIN	L_ICIN	L_PSTCG	L_SPMG	L_SPL	L_IPL	L_PCUN	L_CUNE	L_CALS	L_LOS	L_LING	L_FUSI	L_PHIP	L_ENTO	L_ITG	L_MTG	L_STG	L_TTG	L_INSU	L_THAL	L_CAUD	L_PUTA	L_PALL	L_ACMB	L_HIPP	L_AMYG	BSTM	eTIV
c01	9766.0	2505.0	4220.0	3945.0	4812.0	14348.0	25804.0	7408.0	13480.0	3521.0	2782.0	2997.0	3338.0	2889.0	9969.0	8874.0	12286.0	16284.0	10967.0	4627.0	1902.0	13799.0	5078.0	8597.0	1629.0	2106.0	14272.0	15908.0	17441.0	1011.0	6421.0	7359.2	3569.7	4759.4	2134.6	374.5	3901.1	1695.1	9961.0	2011.0	4501.0	4320.0	4353.0	11484.0	23552.0	9086.0	14878.0	4318.0	3869.0	3538.0	4030.0	2856.0	11861.0	10113.0	10992.0	14360.0	9937.0	4309.0	1973.0	12808.0	6251.0	8722.0	1889.0	1918.0	13296.0	14296.0	18018.0	1378.0	6276.0	8304.9	3603.7	5104.3	2325.0	206.2	3735.4	1453.7	19698.1	1795459.155844
c02	9285.0	1979.0	4265.0	3966.0	5240.0	12039.0	26583.0	6602.0	12437.0	4439.0	2325.0	2368.0	3200.0	2609.0	11041.0	11115.0	12628.0	17051.0	11599.0	4592.0	2059.0	13603.0	5718.0	10067.0	1686.0	999.0	12465.0	14887.0	18580.0	1296.0	7054.0	7185.4	3637.9	4903.1	1798.7	410.5	3978.8	1775.2	10113.0	2355.0	4552.0	4582.0	4769.0	11764.0	23406.0	5928.0	13230.0	4663.0	3350.0	3419.0	3498.0	2041.0	12478.0	12313.0	11595.0	13779.0	9166.0	4432.0	1945.0	14932.0	5533.0	9102.0	1802.0	1787.0	11764.0	16272.0	20007.0	1341.0	6200.0	7311.1	3589.6	5248.4	2051.3	316.8	4019.4	1608.9	19085.1	1629564.564541
c03	9919.0	2397.0	4609.0	5371.0	4199.0	12756.0	29110.0	6399.0	13275.0	3658.0	2229.0	2358.0	3666.0	2589.0	9523.0	10584.0	10548.0	17609.0	10556.0	3284.0	1658.0	11639.0	6140.0	8002.0	1879.0	1683.0	13077.0	14838.0	17754.0	1204.0	6794.0	7678.2	2981.5	4492.6	2037.1	447.7	4319.3	1715.6	9900.0	2219.0	5347.0	5026.0	3957.0	11475.0	26702.0	7631.0	13618.0	4167.0	4202.0	3658.0	3518.0	2786.0	10866.0	10583.0	11729.0	15920.0	9456.0	3096.0	1508.0	12879.0	5484.0	7145.0	2568.0	2165.0	14274.0	15539.0	17205.0	1196.0	6563.0	8104.8	3190.3	5301.0	1990.7	384.2	4396.8	1570.4	21262.0	1622867.820297
c04	8285.0	2227.0	4247.0	2814.0	3480.0	10625.0	21527.0	5909.0	11991.0	3187.0	1530.0	1909.0	2667.0	2243.0	8941.0	8055.0	10234.0	13072.0	8776.0	4050.0	1826.0	8309.0	6007.0	7789.0	1709.0	1596.0	9234.0	10795.0	14502.0	1137.0	5435.0	6269.9	2400.0	4164.2	1731.0	333.3	3823.9	1262.0	8519.0	1904.0	3908.0	3305.0	3456.0	10638.0	20246.0	5971.0	11955.0	3208.0	2703.0	2314.0	2702.0	2000.0	9320.0	7393.0	8891.0	10262.0	7470.0	3481.0	1942.0	9460.0	5359.0	7660.0	1774.0	1762.0	10533.0	12162.0	15982.0	1206.0	5785.0	6583.2	2860.4	4057.3	1856.2	258.3	3840.8	1413.6	19185.6	1396819.192875
c05	9422.0	3121.0	5497.0	4340.0	4877.0	11367.0	31346.0	6018.0	13896.0	4257.0	2794.0	2736.0	3999.0	2658.0	11503.0	9993.0	12343.0	18517.0	10013.0	5401.0	2809.0	14273.0	6703.0	8462.0	2137.0	1584.0	11325.0	14393.0	19372.0	1071.0	7393.0	7679.2	3936.2	4930.0	2256.5	450.3	3953.5	1594.6	9960.0	2173.0	5080.0	5660.0	4926.0	12241.0	27919.0	7157.0	14383.0	3918.0	3909.0	2994.0	3600.0	2767.0	12215.0	10618.0	11667.0	16240.0	10492.0	5413.0	2456.0	13716.0	6026.0	8739.0	2022.0	1684.0	11826.0	15686.0	17783.0	1382.0	7185.0	8642.0	3928.7	4442.7	2081.4	328.2	3436.2	1369.6	21311.8	1605697.143542
c06	7434.0	2015.0	3692.0	2412.0	3657.0	9389.0	23552.0	5596.0	10147.0	4017.0	1288.0	1553.0	3346.0	2248.0	8897.0	7669.0	9315.0	14116.0	9198.0	3688.0	1759.0	10408.0	6036.0	7184.0	1459.0	1221.0	8599.0	10915.0	13429.0	892.0	5942.0	6687.9	2514.3	3453.5	1616.8	357.6	3124.1	1438.9	7010.0	1693.0	3503.0	3275.0	3400.0	8674.0	21513.0	6427.0	11579.0	3764.0	2559.0	2270.0	3034.0	2064.0	10668.0	8074.0	8457.0	11260.0	8406.0	3667.0	1464.0	9863.0	5764.0	7989.0	1712.0	1379.0	8541.0	10147.0	16607.0	1299.0	5404.0	6618.0	2552.5	3470.9	1713.1	187.8	3192.5	1370.4	19518.7	1371053.358191
c07	4536.0	1006.0	1998.0	1792.0	2045.0	7313.0	16330.0	5658.0	9280.0	1871.0	1130.0	1020.0	1450.0	889.0	9040.0	5813.0	9430.0	6732.0	3574.0	2059.0	934.0	4899.0	2491.0	2755.0	1184.0	1313.0	6723.0	3665.0	6291.0	335.0	1884.0	6588.8	2666.8	4562.4	1970.0	403.6	3844.7	1429.4	4755.0	769.0	2406.0	2409.0	2000.0	9264.0	15430.0	4928.0	8915.0	2546.0	1248.0	1802.0	1231.0	573.0	8232.0	3058.0	8133.0	8748.0	4056.0	1600.0	1092.0	8019.0	1795.0	4045.0	641.0	1359.0	5807.0	4251.0	5338.0	350.0	1188.0	7174.4	2755.4	4252.4	2073.5	292.8	3793.5	1353.0	20488.2	1477013.912908
c08	8127.0	2239.0	4107.0	3439.0	4889.0	10879.0	25743.0	7733.0	13175.0	3295.0	2472.0	2205.0	3261.0	2674.0	11218.0	9428.0	10085.0	14829.0	9575.0	4703.0	2626.0	11636.0	7767.0	9203.0	2030.0	1566.0	11657.0	12557.0	13698.0	1043.0	6184.0	8234.4	3253.2	4901.9	1997.3	457.8	4144.2	1319.4	9044.0	1958.0	5063.0	4843.0	4282.0	10131.0	23822.0	7477.0	14671.0	3566.0	3208.0	3150.0	4087.0	2576.0	11073.0	10478.0	9985.0	12211.0	8783.0	4535.0	2364.0	11591.0	6378.0	7734.0	2258.0	2738.0	12017.0	11659.0	17460.0	1190.0	5783.0	8499.3	3493.5	4773.1	2202.1	264.9	3837.0	1292.5	17913.5	1573973.316107
c10	8203.0	2553.0	3358.0	4497.0	4209.0	12159.0	23540.0	5619.0	11249.0	3709.0	1693.0	1106.0	2992.0	3494.0	9206.0	8955.0	10439.0	12424.0	10033.0	4139.0	3141.0	11470.0	7117.0	10252.0	3154.0	4146.0	10621.0	10739.0	14778.0	520.0	5845.0	6452.0	3077.6	4110.2	1918.3	334.4	3702.9	1487.7	9869.0	2069.0	5321.0	4294.0	4177.0	11710.0	21639.0	4764.0	10215.0	4233.0	4181.0	4174.0	2984.0	1755.0	10672.0	8314.0	9483.0	13961.0	8863.0	3960.0	1497.0	17316.0	4273.0	7196.0	964.0	990.0	11762.0	14140.0	17698.0	1447.0	5693.0	7629.9	3217.9	4109.6	2189.4	216.1	3375.2	1179.9	22036.4	1577229.228131
c11	9346.0	2299.0	5113.0	5905.0	6019.0	13956.0	32184.0	7362.0	13795.0	4730.0	2907.0	2962.0	4164.0	2338.0	11206.0	9993.0	10195.0	16222.0	10271.0	4974.0	2450.0	13582.0	9453.0	9491.0	2151.0	1548.0	11434.0	16156.0	18678.0	1113.0	7611.0	8800.2	3462.7	4544.4	2722.2	460.3	3721.0	1519.3	9218.0	2170.0	5273.0	7550.0	6150.0	15204.0	26889.0	7354.0	14202.0	4828.0	4556.0	3535.0	3913.0	2428.0	12639.0	11977.0	11356.0	13331.0	10869.0	5280.0	2469.0	12566.0	7764.0	9017.0	2138.0	1814.0	12306.0	15712.0	19866.0	1187.0	7099.0	8812.5	3305.5	4933.6	2595.7	302.7	3596.4	1316.5	24303.8	1789121.801558
c12	10819.0	2683.0	4783.0	5791.0	4546.0	17038.0	34047.0	6506.0	12807.0	4607.0	3103.0	2953.0	3355.0	2949.0	12278.0	10743.0	14542.0	16463.0	13103.0	6233.0	2592.0	13833.0	7122.0	9345.0	2114.0	1574.0	13784.0	16529.0	17600.0	1063.0	6980.0	7963.3	3562.3	4032.2	2304.0	336.4	2993.9	1168.2	11513.0	2622.0	5604.0	5325.0	4621.0	15339.0	26900.0	9289.0	13411.0	3988.0	4758.0	5500.0	4994.0	2460.0	12029.0	11558.0	14401.0	14447.0	12738.0	4481.0	1688.0	14352.0	6354.0	9187.0	2297.0	1353.0	14142.0	16792.0	17173.0	1252.0	6376.0	8838.3	3281.8	4267.3	2236.8	174.9	3650.6	1195.0	19223.8	1625943.783746
c13	8847.0	1704.0	4696.0	5409.0	5438.0	12354.0	29067.0	5579.0	11375.0	4124.0	1704.0	1555.0	3119.0	2512.0	10104.0	10457.0	9582.0	16014.0	9852.0	4327.0	2355.0	13342.0	7909.0	8697.0	1617.0	2196.0	10971.0	13159.0	21803.0	1169.0	6697.0	6759.2	2852.8	4374.7	1862.9	298.2	4228.2	1620.6	8916.0	2025.0	4420.0	3755.0	3759.0	10984.0	24340.0	7422.0	14097.0	4115.0	3214.0	2682.0	3394.0	2874.0	12443.0	11914.0	8660.0	12256.0	8481.0	3335.0	2120.0	12752.0	7265.0	9436.0	2195.0	2068.0	12843.0	13922.0	19152.0	1314.0	6196.0	7022.2	2737.1	4377.5	1903.0	171.3	4330.2	1720.2	19123.3	1647116.990634
c14	7687.0	1610.0	3446.0	3523.0	3479.0	8466.0	20342.0	4568.0	7004.0	2671.0	1637.0	2244.0	3095.0	1779.0	7243.0	8618.0	7192.0	7206.0	7679.0	2507.0	1058.0	8121.0	4358.0	6944.0	1898.0	1292.0	9921.0	10387.0	12656.0	855.0	5484.0	6659.4	3061.2	4023.6	2145.8	405.1	3400.3	1359.9	7675.0	1503.0	3689.0	2737.0	3439.0	8647.0	16442.0	4113.0	6476.0	2407.0	2564.0	3003.0	2587.0	2287.0	6290.0	6007.0	7316.0	6334.0	6722.0	1989.0	1012.0	7979.0	4875.0	6680.0	2178.0	1297.0	10265.0	8382.0	11688.0	1075.0	4455.0	7108.2	3043.5	4379.1	1954.3	194.3	3527.0	1181.0	18453.3	1501306.147883
c15	5174.0	1435.0	2890.0	3349.0	3873.0	8797.0	22709.0	4406.0	9375.0	3079.0	1047.0	1389.0	1856.0	373.0	8314.0	5491.0	9257.0	7220.0	5190.0	1945.0	1421.0	5986.0	3353.0	4141.0	1271.0	1998.0	6455.0	6137.0	11407.0	481.0	3147.0	7040.9	4223.3	6131.7	2508.3	539.9	3990.5	1735.8	6697.0	1498.0	3176.0	3472.0	2933.0	8213.0	19111.0	5080.0	9727.0	3007.0	1478.0	2614.0	1330.0	253.0	9407.0	6137.0	9376.0	5323.0	5078.0	2406.0	1332.0	6000.0	2485.0	4540.0	1107.0	1327.0	7995.0	5530.0	9565.0	599.0	2672.0	8479.8	4227.5	5982.8	2552.9	388.6	4623.0	1606.8	22927.5	1779230.492301
c16	9334.0	2378.0	5181.0	4197.0	5519.0	12155.0	26827.0	6511.0	13308.0	4113.0	2657.0	3672.0	4198.0	2033.0	10578.0	9641.0	12119.0	18091.0	11250.0	3517.0	2248.0	14658.0	5996.0	9534.0	1651.0	2553.0	15279.0	11843.0	14998.0	1069.0	6469.0	6597.9	3368.3	5097.9	1864.2	507.0	5057.3	1500.6	9207.0	2266.0	5336.0	4172.0	4363.0	11805.0	24787.0	8165.0	15342.0	4911.0	4124.0	3368.0	3176.0	2238.0	10950.0	10436.0	12693.0	16174.0	11614.0	4158.0	1743.0	12272.0	7185.0	9643.0	2178.0	1705.0	15425.0	14786.0	14164.0	825.0	6205.0	7407.2	3253.4	4838.2	1879.2	362.9	3679.9	1587.1	17437.4	1529226.552604
c17	7395.0	1850.0	3434.0	3413.0	3591.0	10121.0	23610.0	4889.0	10640.0	3514.0	1834.0	2102.0	2741.0	1924.0	8140.0	8578.0	9195.0	14667.0	8591.0	3746.0	1917.0	10897.0	6073.0	5969.0	2286.0	1333.0	8751.0	12556.0	14598.0	747.0	5326.0	7171.1	3250.1	4102.6	1928.8	415.7	3486.7	1453.7	7319.0	1885.0	3674.0	3641.0	3377.0	10230.0	20108.0	6215.0	11255.0	3235.0	2734.0	2284.0	2728.0	2153.0	8535.0	9588.0	9674.0	11498.0	8431.0	3560.0	1764.0	9613.0	6184.0	5796.0	2205.0	1622.0	10490.0	12699.0	15458.0	855.0	5020.0	7954.3	3283.2	3859.4	2090.5	288.5	3760.9	1318.2	17105.5	1306351.976567
c18	11498.0	2408.0	6128.0	5447.0	6097.0	16867.0	31711.0	10735.0	18371.0	3898.0	3507.0	3684.0	5278.0	3610.0	15922.0	12889.0	14319.0	22672.0	13635.0	5746.0	4880.0	16496.0	8504.0	10094.0	2627.0	2578.0	17706.0	17916.0	19601.0	1178.0	7945.0	8496.8	3691.9	5801.0	2524.6	532.0	5591.4	2249.0	11443.0	2882.0	6062.0	5163.0	7105.0	16186.0	30918.0	9822.0	17726.0	5157.0	4343.0	3588.0	4690.0	3770.0	14622.0	13972.0	13236.0	15544.0	14411.0	6279.0	3634.0	16687.0	9495.0	10840.0	2146.0	2617.0	15044.0	17358.0	19818.0	1093.0	7570.0	9062.6	3827.2	5280.7	2471.6	303.3	5114.2	1934.8	23806.3	2021675.257865
c21	9650.0	2318.0	4826.0	3680.0	4240.0	10541.0	28612.0	6923.0	14062.0	3985.0	2730.0	2544.0	3855.0	2538.0	11924.0	10544.0	12165.0	18292.0	12127.0	4809.0	2539.0	12882.0	6729.0	8832.0	2128.0	1869.0	14637.0	14687.0	18320.0	1247.0	7023.0	9136.7	4103.9	5791.9	2170.8	442.8	4496.7	1900.5	9486.0	1962.0	5142.0	4788.0	4501.0	12702.0	26548.0	6093.0	14379.0	4460.0	3133.0	2732.0	3306.0	2758.0	13039.0	12160.0	12926.0	15146.0	11996.0	4040.0	1854.0	12354.0	7199.0	7877.0	2219.0	2266.0	16198.0	16564.0	20516.0	1107.0	6774.0	8924.0	4207.3	6038.4	2503.0	366.0	4577.9	1651.5	22731.2	1604772.197069
c22	9387.0	2008.0	4084.0	5526.0	4467.0	14007.0	24642.0	5542.0	9677.0	3132.0	2245.0	2740.0	3160.0	2845.0	6852.0	8908.0	11361.0	14446.0	11198.0	3405.0	1510.0	13552.0	8879.0	7255.0	1426.0	1486.0	13919.0	15452.0	16519.0	916.0	5576.0	6668.3	3230.5	4386.8	1990.0	323.4	4066.5	1875.1	10244.0	2096.0	5009.0	4951.0	4472.0	14343.0	21275.0	7686.0	11958.0	2950.0	3004.0	2885.0	2163.0	2316.0	9499.0	11348.0	11228.0	12264.0	10155.0	3107.0	1092.0	14240.0	6631.0	8199.0	2141.0	1423.0	14112.0	14067.0	17566.0	1205.0	5958.0	7162.8	3360.2	4464.3	1995.4	268.3	3850.5	1525.4	22153.0	1713302.170698
c23	7421.0	2200.0	3250.0	2778.0	4359.0	11764.0	23861.0	5907.0	8169.0	3486.0	2053.0	2487.0	2690.0	975.0	8534.0	8406.0	8715.0	6762.0	4476.0	2031.0	1375.0	7049.0	2750.0	6058.0	1515.0	1547.0	9312.0	12055.0	14813.0	668.0	6307.0	7490.8	3496.5	4841.6	2296.9	384.6	4708.9	2144.1	7677.0	1780.0	3814.0	4105.0	3713.0	9781.0	19823.0	5616.0	9979.0	2854.0	3099.0	2559.0	2874.0	1225.0	7251.0	9066.0	8505.0	9759.0	5091.0	2304.0	1499.0	10141.0	3560.0	8090.0	364.0	925.0	9265.0	13334.0	13100.0	714.0	4895.0	8260.1	3327.6	4875.3	2356.5	229.3	4100.3	1547.2	21352.2	1642111.79759
c24	9184.0	1873.0	3725.0	4562.0	5052.0	9952.0	24899.0	6030.0	12522.0	3638.0	2493.0	2017.0	3134.0	2079.0	8796.0	10065.0	10836.0	14544.0	10369.0	3859.0	2189.0	9969.0	6454.0	7299.0	1816.0	1655.0	11399.0	12531.0	15169.0	1293.0	6295.0	7089.5	3946.9	4469.2	1807.8	374.2	3708.4	1399.7	8969.0	2079.0	4454.0	3133.0	3755.0	10344.0	23003.0	6848.0	14102.0	3538.0	3278.0	2801.0	3550.0	2489.0	9543.0	8959.0	11008.0	13738.0	8870.0	3656.0	1728.0	9491.0	6126.0	7530.0	1645.0	1452.0	11810.0	13541.0	14738.0	1136.0	5682.0	7819.3	3498.6	3753.2	1839.1	255.1	3497.3	1178.6	20125.8	1618293.423178
c25	9453.0	3203.0	5004.0	4440.0	4121.0	14712.0	30811.0	8625.0	15961.0	4211.0	3003.0	2596.0	3811.0	1895.0	12869.0	12584.0	12072.0	19591.0	11876.0	4916.0	2714.0	12912.0	6770.0	9804.0	2292.0	1793.0	13983.0	17291.0	20759.0	1183.0	7126.0	8312.2	3587.5	5821.6	2401.7	454.3	4692.1	1943.2	9939.0	2354.0	5233.0	5948.0	5267.0	13073.0	27535.0	7584.0	14453.0	4712.0	3580.0	3468.0	4635.0	3154.0	12945.0	12099.0	11894.0	16063.0	9791.0	3910.0	1494.0	12393.0	4556.0	11225.0	2991.0	3164.0	10420.0	12868.0	14568.0	689.0	6330.0	8451.9	3563.0	5994.1	2502.9	321.5	4063.2	1974.9	21310.1	1686508.106162
c26	9843.0	3244.0	5103.0	4451.0	4840.0	12144.0	29028.0	5992.0	13796.0	4520.0	2647.0	2903.0	4392.0	2549.0	11618.0	10640.0	10765.0	18544.0	11012.0	4013.0	1984.0	12520.0	7811.0	10068.0	2219.0	1890.0	12830.0	16805.0	17874.0	1121.0	7176.0	8228.6	3665.7	4616.9	2331.1	444.2	4504.9	1741.7	9959.0	2913.0	5717.0	4011.0	4784.0	12059.0	28127.0	6836.0	13900.0	4383.0	3265.0	2777.0	3610.0	3348.0	12183.0	11914.0	11756.0	15949.0	9983.0	3649.0	1600.0	11617.0	6763.0	10331.0	2132.0	1696.0	11221.0	18735.0	20757.0	1518.0	6944.0	8682.7	3533.1	4917.5	2233.3	282.0	4203.9	1586.6	20175.4	1656420.074539
c27	8260.0	2055.0	4093.0	5780.0	5320.0	14820.0	28033.0	7515.0	13709.0	4306.0	2572.0	1805.0	3360.0	3262.0	10318.0	8972.0	9768.0	17690.0	11049.0	4048.0	2099.0	14128.0	7477.0	8064.0	1972.0	1503.0	12781.0	17980.0	15550.0	877.0	7167.0	8171.5	3490.4	4893.8	2219.9	401.9	3691.4	1723.4	9017.0	2157.0	4836.0	5741.0	6312.0	11498.0	25454.0	7312.0	14645.0	4684.0	3749.0	3361.0	3756.0	2555.0	11998.0	9840.0	9278.0	13663.0	9629.0	4701.0	2006.0	16185.0	6630.0	7729.0	1988.0	1457.0	14320.0	17102.0	18238.0	1038.0	6282.0	8348.3	3718.5	5131.0	2232.7	228.0	3541.1	1545.9	20152.8	1695109.624392
c28	9410.0	2485.0	4860.0	4777.0	5088.0	11248.0	27296.0	7582.0	14887.0	4125.0	2751.0	3016.0	3492.0	2552.0	10026.0	12560.0	9920.0	15951.0	12108.0	4488.0	2443.0	11979.0	7005.0	9490.0	2253.0	1861.0	13506.0	16277.0	18487.0	1107.0	6745.0	8742.5	4143.3	5204.3	2517.2	515.6	4317.1	1741.6	9340.0	2385.0	4425.0	5547.0	5258.0	12322.0	24974.0	6753.0	14847.0	3828.0	3794.0	2864.0	3360.0	2422.0	11455.0	11994.0	10032.0	14386.0	10750.0	3656.0	1626.0	11816.0	6737.0	7249.0	2355.0	2699.0	12139.0	13711.0	20565.0	1251.0	6382.0	9085.7	4263.8	5569.6	2394.0	368.0	4504.3	1813.5	27024.7	1816387.400053
c29	8073.0	2162.0	4240.0	4115.0	4212.0	12100.0	21549.0	6819.0	10434.0	3883.0	1972.0	1439.0	2285.0	2023.0	9540.0	8902.0	9529.0	17601.0	9430.0	3294.0	1647.0	11699.0	7138.0	8964.0	1729.0	2349.0	10451.0	13143.0	16182.0	898.0	6061.0	8131.8	3820.2	4730.4	2444.3	359.0	4576.0	2102.8	8294.0	1896.0	4521.0	3450.0	3444.0	10124.0	19442.0	7718.0	12375.0	3482.0	2939.0	2662.0	2980.0	2820.0	12123.0	9545.0	8387.0	11462.0	8169.0	3644.0	1759.0	10440.0	6163.0	9577.0	1668.0	2208.0	11290.0	14882.0	17367.0	1195.0	5788.0	8324.1	3431.3	4805.8	2247.2	224.3	4253.4	1727.1	22854.4	1407645.658382
c30	8706.0	2167.0	4248.0	3741.0	4465.0	9517.0	25767.0	6383.0	12472.0	4280.0	2466.0	2522.0	3790.0	2641.0	10136.0	9550.0	12791.0	16277.0	10917.0	4592.0	1777.0	12066.0	6319.0	9051.0	2278.0	1661.0	12627.0	14690.0	18417.0	920.0	7454.0	8705.2	4065.0	5489.2	2871.7	442.0	4437.2	1810.4	8419.0	2071.0	4509.0	4229.0	4555.0	9603.0	24532.0	6022.0	13045.0	4481.0	2840.0	2951.0	3751.0	2934.0	10132.0	8640.0	12043.0	14242.0	10175.0	3668.0	1628.0	11605.0	6290.0	7272.0	2405.0	1467.0	11972.0	16363.0	19857.0	1250.0	7093.0	8724.3	4237.1	5486.2	2599.3	272.3	4805.4	2087.1	24268.1	1728983.71013
c31	7634.0	2322.0	3400.0	4397.0	5087.0	10799.0	20829.0	4636.0	7736.0	2085.0	2018.0	1725.0	2227.0	1768.0	7377.0	7639.0	9196.0	13388.0	7640.0	2177.0	1026.0	8777.0	4740.0	8494.0	1529.0	2169.0	12596.0	12112.0	14321.0	758.0	5641.0	7254.1	2837.1	4841.8	2010.4	394.7	3852.7	1585.0	7631.0	2138.0	3356.0	4166.0	4415.0	11672.0	17666.0	5185.0	8216.0	2487.0	2786.0	2551.0	2993.0	1642.0	9518.0	7592.0	9127.0	12873.0	7634.0	2542.0	998.0	10392.0	4143.0	8330.0	1898.0	1973.0	12925.0	14400.0	14425.0	793.0	5339.0	7458.1	2981.0	4782.8	2140.6	277.7	3668.3	1692.4	22785.8	1362502.870299
c32	8917.0	2442.0	4998.0	6043.0	6660.0	12244.0	26168.0	7336.0	14412.0	3599.0	2462.0	3126.0	3454.0	2968.0	9863.0	10938.0	10753.0	14404.0	11420.0	4565.0	2023.0	13957.0	5684.0	8802.0	2158.0	1819.0	16030.0	15568.0	17724.0	1150.0	6943.0	9136.6	3603.8	3932.3	2755.2	393.5	4100.8	1678.0	9654.0	1908.0	5622.0	6940.0	5570.0	11725.0	26383.0	8242.0	14815.0	4288.0	3576.0	3199.0	3476.0	2890.0	11551.0	11341.0	10580.0	14560.0	9657.0	4526.0	1784.0	13466.0	6431.0	8180.0	2240.0	2002.0	15039.0	15126.0	19860.0	1449.0	6520.0	8983.5	3804.1	4901.5	2644.4	352.1	4055.8	1517.5	26118.9	1750062.816795
c33	8056.0	2163.0	3965.0	3418.0	3622.0	11491.0	27530.0	5284.0	12810.0	4258.0	2534.0	2262.0	4069.0	2718.0	10227.0	9049.0	11960.0	15271.0	11556.0	4987.0	2172.0	12586.0	6349.0	7447.0	1808.0	1617.0	11983.0	12839.0	15491.0	906.0	5894.0	6769.5	3477.0	5122.4	1943.1	415.5	3544.1	1932.6	9077.0	2272.0	3946.0	3459.0	3235.0	10487.0	26193.0	4859.0	14560.0	4347.0	2744.0	2902.0	3085.0	2801.0	10961.0	12287.0	12168.0	11778.0	11130.0	3859.0	1818.0	11155.0	6385.0	8278.0	1817.0	1484.0	11999.0	12159.0	16826.0	1050.0	5485.0	6999.8	3201.1	4517.7	1985.2	238.7	3493.6	1694.2	19195.4	1516302.542059
c34	9114.0	2580.0	5444.0	3956.0	4873.0	12546.0	28795.0	6274.0	13803.0	3622.0	2039.0	1842.0	4182.0	3152.0	12724.0	10620.0	10633.0	15379.0	11016.0	4344.0	1999.0	14912.0	7166.0	8513.0	2425.0	2087.0	13804.0	15303.0	17622.0	1241.0	7672.0	7698.5	3230.1	5325.8	2165.9	438.1	4407.5	1879.7	10165.0	2472.0	5173.0	5679.0	4749.0	11781.0	24905.0	6715.0	12637.0	3617.0	4419.0	3323.0	2840.0	2767.0	10232.0	11596.0	11025.0	15579.0	11076.0	4142.0	1723.0	12235.0	6692.0	9483.0	2174.0	2109.0	13839.0	12249.0	19723.0	1337.0	7489.0	8138.6	3273.4	5327.4	2164.6	297.0	4256.7	1688.3	19739.6	1654902.349967
c35	10853.0	2620.0	5425.0	4061.0	4490.0	14352.0	28396.0	6791.0	13908.0	4065.0	2797.0	3187.0	3511.0	2759.0	10417.0	11417.0	10837.0	15922.0	10385.0	4591.0	2748.0	13269.0	7878.0	10071.0	2343.0	1705.0	14207.0	14639.0	16898.0	984.0	7781.0	8635.8	3633.4	4903.8	2330.9	470.4	4913.2	1924.4	9531.0	2170.0	5115.0	4786.0	5424.0	12677.0	27569.0	6839.0	14722.0	4047.0	4061.0	3042.0	4160.0	3448.0	10086.0	14014.0	11157.0	13593.0	10091.0	4987.0	2465.0	12643.0	8342.0	9060.0	2223.0	1892.0	12619.0	14146.0	16275.0	960.0	6781.0	9295.6	3024.6	4490.0	2448.5	334.2	4575.6	1706.1	26354.2	1899233.267966
c36	8113.0	2122.0	4278.0	3574.0	4360.0	11170.0	23129.0	5604.0	13325.0	3534.0	2400.0	2056.0	3236.0	1995.0	12641.0	8583.0	10031.0	14032.0	9707.0	3742.0	2279.0	11865.0	5063.0	7333.0	1868.0	1823.0	12424.0	13043.0	15890.0	1068.0	5527.0	6512.1	3139.9	4123.3	1948.0	467.7	3430.1	1239.7	7339.0	1402.0	3962.0	3954.0	4906.0	8844.0	20672.0	5987.0	14788.0	4057.0	2861.0	2701.0	2597.0	1977.0	12556.0	8770.0	10202.0	11219.0	9133.0	4543.0	2607.0	12168.0	5139.0	7052.0	1804.0	1748.0	13085.0	13001.0	14950.0	1324.0	5402.0	6615.3	3762.9	4685.9	1694.6	399.8	2985.2	1148.6	18050.3	1274666.700606
c37	8090.0	2079.0	3550.0	3802.0	4149.0	9415.0	22703.0	6021.0	11159.0	3904.0	1699.0	2005.0	2718.0	2527.0	8616.0	9324.0	11608.0	12030.0	10069.0	4349.0	2261.0	11631.0	5607.0	9310.0	1992.0	2217.0	12273.0	11078.0	13590.0	881.0	5848.0	7108.4	3186.0	4193.5	1960.6	352.0	4145.6	1538.6	7680.0	2117.0	4265.0	4633.0	3881.0	9471.0	21664.0	4616.0	11253.0	3861.0	2569.0	2248.0	2640.0	2458.0	8530.0	10955.0	10509.0	10866.0	10048.0	4995.0	1511.0	10756.0	4646.0	8318.0	2112.0	2221.0	10311.0	14717.0	14466.0	1036.0	5215.0	7157.1	3310.6	4406.3	1925.5	321.2	4134.1	1425.0	21929.5	1563951.446999
